taskid,Processing Time,Release Time,Due Date,Benefit,Vehicle ID,Access Point,Access Point Communication Time,Broker Communication Time,Base Station 1 Communication Time,Base Station 2 Communication Time,Base Station 3 Communication Time,Base Station 4 Communication Time
50,2,10,18,6,1,1,0.0,0.4,0.0,0.2,0.0,0.0
51,1,10,17,14,3,1,0.4,0.1,0.3,0.3,0.0,0.0
52,6,10,26,7,2,1,0.2,0.1,0.0,0.2,0.1,0.0
53,10,10,20,4,4,2,0.5,0.1,0.1,0.3,0.4,0.4
54,9,10,34,19,3,1,0.1,0.3,0.4,0.3,0.1,0.0
55,2,10,19,7,4,2,0.0,0.1,0.3,0.1,0.0,0.0
56,5,10,25,6,4,2,0.3,0.1,0.0,0.1,0.1,0.0
57,3,10,28,3,4,2,0.3,0.1,0.0,0.4,0.0,0.3
58,9,10,27,12,1,1,0.2,0.1,0.4,0.1,0.1,0.5
59,7,11,26,2,2,1,0.5,0.4,0.2,0.1,0.1,0.3
60,3,11,23,9,3,1,0.3,0.1,0.0,0.1,0.5,0.0
61,5,12,26,8,2,1,0.3,0.5,0.0,0.1,0.4,0.5
62,9,12,28,2,4,2,0.3,0.1,0.4,0.1,0.2,0.0
63,6,12,24,6,3,1,0.5,0.1,0.0,0.5,0.1,0.3
64,1,12,21,18,1,1,0.0,0.1,0.0,0.2,0.0,0.0
65,4,13,29,19,3,1,0.0,0.1,0.4,0.2,0.2,0.3
66,9,13,31,12,1,1,0.4,0.1,0.2,0.1,0.1,0.0
67,8,13,21,12,4,2,0.5,0.3,0.1,0.1,0.4,0.2
68,5,13,27,16,2,1,0.0,0.2,0.1,0.2,0.5,0.1
69,10,13,31,2,2,1,0.4,0.5,0.1,0.1,0.3,0.1
70,2,13,29,5,4,2,0.2,0.1,0.1,0.1,0.2,0.0
71,9,13,35,2,3,1,0.0,0.1,0.4,0.1,0.4,0.0
72,8,13,24,14,2,1,0.4,0.1,0.1,0.2,0.2,0.3
73,1,13,20,12,4,2,0.0,0.1,0.0,0.1,0.5,0.0
74,5,14,22,9,1,1,0.0,0.1,0.4,0.3,0.1,0.3
75,7,14,21,16,2,1,0.2,0.1,0.1,0.1,0.1,0.3
76,1,14,16,13,1,1,0.0,0.1,0.3,0.1,0.0,0.0
77,5,14,19,19,2,1,0.0,0.1,0.5,0.1,0.5,0.3
78,4,14,20,12,3,1,0.0,0.5,0.0,0.5,0.1,0.2
79,9,15,26,5,2,1,0.1,0.5,0.1,0.1,0.1,0.2
80,7,15,30,8,3,1,0.0,0.3,0.5,0.1,0.1,0.0
81,7,15,33,2,2,1,0.1,0.1,0.5,0.3,0.4,0.4
82,5,15,26,18,1,1,0.0,0.5,0.4,0.1,0.3,0.2
83,3,15,28,14,4,2,0.2,0.1,0.1,0.3,0.0,0.0
84,6,15,38,18,2,1,0.0,0.3,0.5,0.1,0.3,0.0
85,6,15,40,16,4,2,0.0,0.2,0.0,0.1,0.1,0.0
86,8,15,29,15,4,2,0.0,0.1,0.1,0.3,0.1,0.1
87,10,16,28,10,2,1,0.1,0.1,0.1,0.4,0.1,0.5
88,3,16,32,7,4,2,0.0,0.1,0.0,0.1,0.2,0.0
89,5,16,33,2,1,1,0.3,0.1,0.0,0.1,0.1,0.0
90,8,16,41,11,4,2,0.2,0.1,0.1,0.1,0.1,0.0
91,6,16,34,20,1,1,0.3,0.1,0.0,0.1,0.1,0.0
92,2,16,37,12,3,1,0.2,0.1,0.0,0.1,0.1,0.0
93,4,16,36,20,1,1,0.0,0.1,0.0,0.1,0.3,0.0
94,5,17,39,11,1,1,0.0,0.1,0.0,0.5,0.1,0.2
95,10,17,40,1,2,1,0.1,0.2,0.1,0.1,0.1,0.1
96,7,18,30,1,1,1,0.0,0.2,0.1,0.4,0.1,0.5
97,1,18,32,8,3,1,0.0,0.1,0.2,0.1,0.0,0.0
98,1,18,36,8,2,1,0.0,0.1,0.0,0.4,0.0,0.3
99,6,18,28,15,2,1,0.3,0.1,0.1,0.2,0.1,0.0
100,8,18,31,9,2,1,0.1,0.1,0.1,0.1,0.1,0.0
101,8,18,32,1,1,1,0.0,0.1,0.1,0.5,0.1,0.0
102,5,18,30,14,1,1,0.0,0.1,0.4,0.5,0.1,0.3
103,7,18,36,13,4,2,0.0,0.1,0.1,0.1,0.1,0.3
104,3,19,37,10,1,1,0.0,0.5,0.0,0.1,0.0,0.2
105,4,19,39,9,3,1,0.2,0.3,0.0,0.1,0.1,0.2
106,9,19,32,19,2,1,0.1,0.1,0.5,0.1,0.5,0.2
107,7,20,31,8,3,1,0.4,0.1,0.2,0.4,0.1,0.0
108,9,20,48,4,2,1,0.1,0.1,0.1,0.3,0.4,0.0
109,4,20,32,9,4,2,0.0,0.1,0.0,0.1,0.1,0.4
110,7,20,32,11,4,2,0.0,0.3,0.1,0.1,0.4,0.1
111,10,21,39,5,2,1,0.1,0.3,0.1,0.1,0.1,0.1
112,2,21,33,16,4,2,0.0,0.4,0.0,0.1,0.3,0.4
113,10,21,49,17,2,1,0.4,0.1,0.4,0.1,0.1,0.1
114,7,21,34,18,4,2,0.0,0.4,0.1,0.1,0.1,0.0
115,3,22,25,5,3,1,0.0,0.1,0.1,0.1,0.3,0.2
116,10,22,39,5,4,2,0.0,0.3,0.3,0.1,0.1,0.4
117,2,22,39,7,3,1,0.1,0.1,0.0,0.4,0.0,0.4
118,5,22,44,9,2,1,0.0,0.1,0.4,0.1,0.1,0.0
119,2,22,43,3,1,1,0.0,0.1,0.5,0.1,0.3,0.0
120,9,22,37,12,2,1,0.1,0.4,0.1,0.1,0.1,0.0
121,4,22,45,7,2,1,0.0,0.2,0.0,0.1,0.1,0.0
122,7,23,36,19,3,1,0.2,0.1,0.1,0.5,0.1,0.0
123,2,23,35,6,4,2,0.0,0.1,0.0,0.4,0.0,0.2
124,4,23,32,1,2,1,0.0,0.1,0.0,0.1,0.1,0.4
125,2,24,29,17,3,1,0.0,0.2,0.2,0.1,0.0,0.0
126,9,24,48,1,4,2,0.3,0.5,0.1,0.1,0.3,0.0
127,1,24,39,12,4,2,0.0,0.3,0.0,0.1,0.4,0.0
128,5,24,37,10,4,2,0.0,0.3,0.3,0.1,0.1,0.0
129,3,24,27,16,4,2,0.1,0.1,0.0,0.3,0.0,0.0
130,7,24,48,20,1,1,0.0,0.2,0.1,0.1,0.1,0.0
131,7,24,39,17,3,1,0.0,0.1,0.3,0.1,0.1,0.0
132,8,24,43,13,4,2,0.4,0.1,0.1,0.1,0.1,0.0
133,9,24,44,8,2,1,0.1,0.1,0.3,0.3,0.1,0.0
134,2,25,33,14,3,1,0.4,0.1,0.0,0.1,0.0,0.0
135,10,25,44,15,2,1,0.1,0.1,0.4,0.1,0.1,0.1
136,8,25,39,9,4,2,0.0,0.1,0.1,0.1,0.5,0.0
137,7,25,38,16,3,1,0.0,0.1,0.1,0.2,0.1,0.0
138,3,25,45,19,4,2,0.0,0.1,0.1,0.1,0.0,0.0
139,9,25,46,20,4,2,0.0,0.1,0.1,0.1,0.3,0.0
140,8,26,46,19,4,2,0.2,0.1,0.5,0.1,0.1,0.3
141,5,26,35,16,3,1,0.4,0.1,0.0,0.1,0.1,0.3
142,8,26,42,4,2,1,0.2,0.1,0.1,0.1,0.2,0.0
143,7,26,41,1,4,2,0.0,0.4,0.1,0.1,0.2,0.1
144,6,27,44,2,2,1,0.0,0.1,0.2,0.4,0.2,0.0
145,2,27,36,2,1,1,0.0,0.1,0.4,0.5,0.0,0.0
146,10,27,55,5,2,1,0.1,0.1,0.1,0.1,0.5,0.1
147,7,27,45,10,2,1,0.3,0.1,0.3,0.1,0.3,0.0
148,7,28,39,9,2,1,0.1,0.1,0.2,0.1,0.4,0.0
149,8,28,36,6,1,1,0.0,0.1,0.2,0.4,0.1,0.0
150,10,28,49,20,1,1,0.0,0.1,0.1,0.5,0.1,0.1
151,3,28,31,15,2,1,0.4,0.1,0.0,0.2,0.0,0.0
152,1,28,41,12,3,1,0.4,0.4,0.0,0.3,0.4,0.2
153,8,28,48,6,3,1,0.0,0.5,0.4,0.1,0.2,0.2
154,10,29,56,11,2,1,0.1,0.1,0.1,0.2,0.1,0.1
155,10,29,45,14,1,1,0.2,0.1,0.2,0.1,0.3,0.1
156,5,29,53,2,3,1,0.0,0.1,0.0,0.1,0.4,0.2
157,10,29,44,9,1,1,0.0,0.1,0.1,0.1,0.1,0.1
158,1,30,42,4,4,2,0.2,0.4,0.5,0.2,0.4,0.0
159,8,30,44,1,2,1,0.1,0.2,0.1,0.1,0.1,0.0
160,1,30,33,16,3,1,0.0,0.1,0.1,0.2,0.5,0.0
161,3,30,51,11,2,1,0.4,0.1,0.0,0.2,0.0,0.2
162,9,30,55,17,2,1,0.4,0.4,0.1,0.1,0.1,0.4
163,8,31,57,17,1,1,0.3,0.4,0.1,0.1,0.1,0.3
164,9,31,55,6,1,1,0.0,0.4,0.1,0.1,0.1,0.2
165,7,31,38,18,4,2,0.0,0.1,0.2,0.1,0.1,0.0
166,9,31,46,8,2,1,0.3,0.2,0.1,0.4,0.1,0.2
167,3,31,52,1,4,2,0.0,0.5,0.0,0.4,0.3,0.0
168,10,31,53,19,3,1,0.2,0.1,0.1,0.1,0.4,0.3
169,3,32,37,16,4,2,0.4,0.1,0.0,0.4,0.4,0.0
170,10,32,46,6,1,1,0.1,0.4,0.1,0.1,0.1,0.1
171,2,32,41,10,1,1,0.5,0.1,0.0,0.2,0.0,0.5
172,4,32,38,1,3,1,0.0,0.4,0.5,0.4,0.4,0.3
173,9,32,50,12,4,2,0.5,0.1,0.5,0.1,0.1,0.0
174,8,33,44,14,2,1,0.1,0.4,0.2,0.1,0.1,0.0
175,8,33,41,17,3,1,0.4,0.1,0.1,0.1,0.4,0.0
176,6,34,47,16,1,1,0.1,0.1,0.0,0.1,0.1,0.0
177,4,34,57,12,3,1,0.0,0.5,0.0,0.1,0.1,0.3
178,3,34,50,10,1,1,0.4,0.5,0.5,0.5,0.3,0.2
179,10,34,59,2,1,1,0.0,0.5,0.4,0.1,0.1,0.1
180,1,34,53,2,3,1,0.0,0.2,0.2,0.1,0.0,0.0
181,8,34,56,9,2,1,0.5,0.1,0.2,0.3,0.1,0.0
182,7,35,44,20,4,2,0.0,0.1,0.4,0.1,0.1,0.0
183,3,36,40,2,2,1,0.2,0.1,0.1,0.1,0.0,0.0
184,5,36,57,8,2,1,0.0,0.2,0.0,0.1,0.1,0.0
185,4,36,42,4,1,1,0.3,0.2,0.3,0.1,0.1,0.4
186,5,36,41,10,4,2,0.0,0.1,0.0,0.1,0.1,0.1
187,6,37,48,12,4,2,0.4,0.1,0.0,0.1,0.3,0.0
188,5,37,45,3,3,1,0.0,0.1,0.5,0.2,0.1,0.0
189,1,37,50,17,1,1,0.0,0.1,0.0,0.1,0.3,0.0
190,7,38,47,8,3,1,0.4,0.1,0.4,0.3,0.1,0.0
191,5,38,50,9,4,2,0.0,0.4,0.0,0.1,0.1,0.2
192,3,38,46,19,4,2,0.2,0.1,0.0,0.1,0.0,0.0
193,4,38,43,3,3,1,0.0,0.1,0.3,0.1,0.1,0.5
194,8,38,46,7,1,1,0.0,0.1,0.3,0.3,0.4,0.5
195,8,38,46,17,4,2,0.2,0.4,0.1,0.1,0.1,0.0
196,7,39,64,18,2,1,0.1,0.2,0.1,0.1,0.4,0.0
197,3,39,47,19,1,1,0.5,0.1,0.0,0.3,0.2,0.4
198,9,39,62,9,3,1,0.3,0.2,0.2,0.1,0.1,0.0
199,5,39,56,16,1,1,0.1,0.1,0.2,0.3,0.1,0.5
200,4,39,48,15,4,2,0.5,0.1,0.1,0.2,0.1,0.2
