taskid,Processing Time,Release Time,Due Date,Benefit,Vehicle ID,Access Point,Access Point Communication Time,Broker Communication Time,Base Station 1 Communication Time,Base Station 2 Communication Time,Base Station 3 Communication Time,Base Station 4 Communication Time
43,10,12,40,10,1,1,0.0,0.1,0.4,0.2,0.1,0.5
44,4,12,35,11,4,2,0.0,0.1,0.0,0.1,0.1,0.0
45,1,13,27,16,4,2,0.0,0.1,0.0,0.1,0.3,0.0
46,7,14,23,10,4,2,0.3,0.1,0.1,0.3,0.1,0.0
47,4,14,34,11,2,1,0.1,0.3,0.3,0.5,0.1,0.0
48,1,14,15,6,4,2,0.2,0.1,0.0,0.1,0.0,0.0
49,4,15,33,16,4,2,0.1,0.1,0.0,0.1,0.3,0.0
50,2,15,27,2,1,1,0.0,0.1,0.2,0.1,0.1,0.2
51,10,15,37,19,1,1,0.3,0.2,0.5,0.2,0.1,0.1
52,2,15,24,7,2,1,0.4,0.1,0.0,0.1,0.2,0.0
53,5,15,37,19,2,1,0.0,0.2,0.1,0.1,0.1,0.0
54,6,18,29,10,1,1,0.3,0.1,0.1,0.1,0.1,0.0
55,3,18,33,1,3,1,0.4,0.1,0.2,0.1,0.4,0.0
56,4,19,33,13,3,1,0.0,0.1,0.3,0.1,0.1,0.0
57,5,19,35,9,3,1,0.0,0.1,0.0,0.1,0.1,0.0
58,3,19,28,3,1,1,0.0,0.1,0.2,0.1,0.0,0.0
59,4,19,23,10,4,2,0.1,0.1,0.0,0.1,0.1,0.4
60,7,20,42,16,3,1,0.0,0.4,0.1,0.1,0.1,0.0
61,4,20,32,14,2,1,0.3,0.1,0.3,0.1,0.1,0.0
62,9,21,30,3,3,1,0.0,0.1,0.4,0.1,0.1,0.0
63,5,21,31,9,3,1,0.0,0.2,0.4,0.1,0.1,0.0
64,7,21,29,13,2,1,0.1,0.1,0.1,0.1,0.3,0.0
65,8,22,40,8,4,2,0.5,0.1,0.1,0.1,0.1,0.2
66,8,22,39,4,3,1,0.2,0.1,0.1,0.4,0.1,0.1
67,9,22,31,14,4,2,0.0,0.5,0.4,0.1,0.2,0.2
68,4,22,36,16,3,1,0.0,0.2,0.2,0.2,0.1,0.4
69,4,22,39,5,3,1,0.0,0.1,0.0,0.2,0.1,0.2
70,10,23,39,17,3,1,0.3,0.4,0.1,0.1,0.3,0.1
71,10,24,52,12,3,1,0.1,0.2,0.3,0.1,0.2,0.1
72,3,24,37,13,3,1,0.0,0.5,0.4,0.2,0.0,0.0
73,9,24,38,18,2,1,0.1,0.3,0.1,0.1,0.1,0.0
74,8,24,41,12,4,2,0.0,0.4,0.1,0.1,0.1,0.3
75,7,24,49,15,3,1,0.3,0.1,0.1,0.1,0.1,0.4
76,9,25,46,9,4,2,0.0,0.1,0.1,0.3,0.1,0.0
77,5,25,36,15,1,1,0.2,0.1,0.0,0.4,0.2,0.0
78,9,25,42,9,4,2,0.0,0.1,0.1,0.1,0.1,0.0
79,5,26,43,6,1,1,0.3,0.1,0.1,0.1,0.1,0.1
80,7,27,49,6,4,2,0.0,0.1,0.1,0.1,0.3,0.5
81,7,29,43,4,1,1,0.2,0.4,0.1,0.1,0.3,0.4
82,6,29,41,9,2,1,0.0,0.3,0.2,0.2,0.1,0.0
83,5,29,46,16,2,1,0.0,0.1,0.0,0.4,0.1,0.5
84,7,29,50,5,2,1,0.5,0.1,0.5,0.1,0.3,0.0
85,5,30,47,5,4,2,0.4,0.4,0.4,0.5,0.1,0.0
86,6,30,37,15,3,1,0.0,0.1,0.0,0.1,0.1,0.2
87,1,31,49,19,2,1,0.3,0.4,0.0,0.1,0.0,0.5
88,6,31,49,12,2,1,0.0,0.3,0.0,0.1,0.1,0.0
89,1,31,40,8,4,2,0.3,0.1,0.3,0.2,0.0,0.0
90,1,32,45,15,4,2,0.3,0.3,0.0,0.1,0.4,0.3
91,3,32,42,14,1,1,0.0,0.1,0.0,0.4,0.0,0.0
92,6,32,45,1,4,2,0.0,0.3,0.2,0.1,0.2,0.0
93,9,33,55,19,4,2,0.0,0.2,0.1,0.1,0.1,0.2
94,4,33,49,15,2,1,0.0,0.1,0.2,0.4,0.1,0.0
95,9,33,46,5,1,1,0.3,0.4,0.1,0.2,0.1,0.3
96,10,33,57,12,1,1,0.0,0.2,0.3,0.4,0.1,0.4
97,6,34,49,6,1,1,0.0,0.1,0.0,0.2,0.1,0.0
98,10,35,50,10,2,1,0.1,0.2,0.1,0.1,0.1,0.3
99,7,35,54,5,1,1,0.0,0.1,0.3,0.3,0.2,0.0
100,9,35,47,16,3,1,0.3,0.1,0.1,0.1,0.5,0.0
101,7,36,61,17,1,1,0.3,0.1,0.1,0.1,0.1,0.0
102,1,36,42,5,2,1,0.5,0.4,0.0,0.1,0.0,0.0
103,3,36,46,1,3,1,0.0,0.1,0.0,0.1,0.0,0.0
104,9,37,63,6,2,1,0.2,0.4,0.4,0.4,0.4,0.0
105,7,37,49,12,4,2,0.0,0.3,0.1,0.2,0.1,0.0
106,2,37,45,7,2,1,0.0,0.1,0.0,0.1,0.3,0.0
107,3,37,46,12,4,2,0.0,0.3,0.0,0.1,0.0,0.0
108,7,39,60,17,3,1,0.0,0.1,0.1,0.1,0.1,0.0
109,2,39,49,18,1,1,0.0,0.1,0.3,0.1,0.4,0.2
110,9,39,55,12,4,2,0.0,0.1,0.5,0.3,0.1,0.0
111,9,40,64,6,2,1,0.1,0.1,0.1,0.1,0.1,0.0
112,5,40,56,7,1,1,0.2,0.1,0.2,0.1,0.1,0.2
113,4,40,60,8,2,1,0.0,0.5,0.0,0.3,0.1,0.0
114,4,41,48,2,1,1,0.4,0.1,0.0,0.4,0.4,0.0
115,1,41,60,7,4,2,0.0,0.2,0.0,0.1,0.0,0.0
116,9,41,55,20,1,1,0.0,0.2,0.3,0.4,0.3,0.0
117,7,42,59,19,1,1,0.0,0.1,0.1,0.1,0.1,0.0
118,2,43,62,8,4,2,0.0,0.1,0.0,0.1,0.0,0.1
119,8,43,59,8,2,1,0.1,0.1,0.1,0.1,0.1,0.0
120,2,43,50,2,3,1,0.0,0.1,0.0,0.1,0.3,0.3
121,5,43,59,13,3,1,0.0,0.1,0.0,0.1,0.1,0.0
122,5,44,59,6,2,1,0.0,0.3,0.0,0.3,0.5,0.0
123,10,44,73,8,3,1,0.1,0.2,0.2,0.1,0.1,0.1
124,1,44,60,3,1,1,0.2,0.4,0.0,0.2,0.2,0.3
125,8,44,54,11,2,1,0.1,0.1,0.1,0.1,0.3,0.1
126,4,44,67,7,3,1,0.0,0.1,0.0,0.1,0.1,0.0
127,8,45,56,14,4,2,0.0,0.1,0.1,0.4,0.2,0.0
128,9,45,71,15,4,2,0.5,0.5,0.1,0.1,0.5,0.0
129,9,47,75,1,4,2,0.0,0.3,0.1,0.4,0.4,0.0
130,4,47,63,15,1,1,0.0,0.1,0.0,0.1,0.1,0.0
131,4,48,59,5,3,1,0.0,0.3,0.2,0.4,0.1,0.0
132,3,48,53,7,2,1,0.2,0.1,0.2,0.1,0.0,0.0
133,1,48,68,9,3,1,0.2,0.1,0.0,0.1,0.0,0.0
134,8,49,75,17,1,1,0.5,0.1,0.4,0.1,0.1,0.1
135,4,49,71,12,2,1,0.0,0.2,0.0,0.3,0.1,0.1
136,8,49,71,1,1,1,0.4,0.1,0.1,0.2,0.2,0.1
137,8,49,65,20,2,1,0.1,0.1,0.1,0.1,0.2,0.4
138,5,49,72,1,3,1,0.0,0.1,0.0,0.1,0.1,0.2
139,5,49,71,2,3,1,0.0,0.1,0.3,0.1,0.1,0.2
140,7,49,70,10,1,1,0.1,0.3,0.1,0.1,0.1,0.0
141,6,50,74,11,3,1,0.3,0.3,0.0,0.1,0.2,0.0
142,8,50,70,19,2,1,0.1,0.5,0.1,0.3,0.1,0.4
143,5,50,73,6,3,1,0.0,0.1,0.0,0.2,0.1,0.2
144,7,50,76,10,4,2,0.2,0.1,0.1,0.1,0.1,0.4
145,8,51,66,11,3,1,0.4,0.1,0.3,0.3,0.4,0.4
146,8,51,72,5,2,1,0.1,0.1,0.1,0.4,0.2,0.0
147,9,52,78,9,1,1,0.5,0.1,0.1,0.1,0.3,0.0
148,10,52,62,8,4,2,0.0,0.1,0.1,0.1,0.5,0.1
149,1,53,64,6,2,1,0.0,0.1,0.3,0.1,0.0,0.0
150,10,53,70,14,4,2,0.0,0.3,0.1,0.1,0.5,0.2
151,5,54,63,7,1,1,0.0,0.1,0.1,0.1,0.1,0.0
152,10,54,83,16,4,2,0.3,0.1,0.1,0.1,0.1,0.3
153,7,54,73,13,3,1,0.5,0.1,0.1,0.5,0.1,0.0
154,2,55,69,4,3,1,0.0,0.4,0.0,0.1,0.2,0.0
155,3,55,69,2,1,1,0.0,0.3,0.4,0.2,0.4,0.4
156,8,56,83,13,2,1,0.2,0.4,0.2,0.1,0.1,0.3
157,7,56,76,13,1,1,0.2,0.1,0.1,0.1,0.3,0.0
158,8,57,81,4,4,2,0.2,0.1,0.1,0.1,0.2,0.2
159,1,57,59,14,4,2,0.4,0.1,0.2,0.4,0.2,0.2
160,5,58,69,9,2,1,0.0,0.3,0.0,0.1,0.1,0.2
161,8,58,67,20,3,1,0.3,0.5,0.1,0.1,0.1,0.4
162,4,59,79,5,1,1,0.0,0.1,0.1,0.1,0.5,0.0
163,9,59,71,18,3,1,0.0,0.1,0.1,0.1,0.1,0.4
164,4,59,72,20,4,2,0.0,0.1,0.1,0.3,0.3,0.2
165,9,60,82,12,4,2,0.2,0.1,0.1,0.2,0.1,0.0
166,2,60,69,1,3,1,0.0,0.1,0.0,0.1,0.0,0.0
167,9,60,82,16,4,2,0.0,0.5,0.1,0.4,0.5,0.4
168,5,61,68,14,3,1,0.0,0.2,0.0,0.1,0.4,0.4
169,9,61,81,11,3,1,0.0,0.5,0.1,0.1,0.5,0.4
170,3,61,73,6,2,1,0.0,0.1,0.2,0.4,0.5,0.3
171,3,61,79,7,3,1,0.0,0.1,0.2,0.1,0.0,0.3
172,7,62,70,19,2,1,0.2,0.1,0.1,0.5,0.4,0.5
173,4,62,68,9,1,1,0.3,0.1,0.1,0.1,0.1,0.0
174,2,62,70,7,3,1,0.4,0.2,0.5,0.1,0.3,0.0
175,7,62,75,14,2,1,0.1,0.5,0.1,0.1,0.1,0.0
176,6,62,76,9,3,1,0.0,0.1,0.0,0.1,0.2,0.0
177,5,63,79,13,4,2,0.0,0.1,0.4,0.3,0.4,0.0
178,6,63,88,18,2,1,0.4,0.1,0.0,0.1,0.4,0.0
179,6,63,84,6,2,1,0.3,0.3,0.0,0.3,0.1,0.3
180,5,64,70,3,1,1,0.3,0.1,0.2,0.4,0.1,0.4
181,5,65,89,7,1,1,0.1,0.4,0.0,0.1,0.1,0.0
182,6,65,83,10,4,2,0.1,0.3,0.2,0.3,0.3,0.0
183,4,65,76,5,4,2,0.0,0.1,0.0,0.5,0.1,0.0
184,3,65,85,9,1,1,0.4,0.1,0.0,0.2,0.0,0.0
185,8,65,76,16,2,1,0.3,0.1,0.1,0.1,0.1,0.2
186,6,65,77,18,2,1,0.0,0.4,0.3,0.1,0.1,0.0
187,2,65,67,20,4,2,0.3,0.1,0.1,0.3,0.4,0.4
188,9,66,75,14,3,1,0.0,0.4,0.3,0.4,0.4,0.0
189,2,67,74,17,1,1,0.0,0.1,0.2,0.5,0.5,0.0
190,8,67,90,9,2,1,0.1,0.1,0.1,0.4,0.3,0.1
191,10,67,95,12,2,1,0.5,0.1,0.1,0.3,0.1,0.1
192,3,67,84,20,3,1,0.4,0.1,0.1,0.1,0.0,0.0
193,1,68,79,6,2,1,0.0,0.1,0.0,0.1,0.1,0.4
194,4,68,90,8,4,2,0.3,0.3,0.4,0.1,0.1,0.2
195,2,69,83,15,2,1,0.3,0.1,0.0,0.3,0.3,0.2
196,8,69,85,10,3,1,0.0,0.1,0.1,0.1,0.1,0.0
197,3,69,91,2,1,1,0.0,0.4,0.2,0.3,0.0,0.0
198,9,69,80,7,1,1,0.3,0.1,0.1,0.1,0.4,0.3
199,4,69,91,15,3,1,0.0,0.1,0.0,0.1,0.2,0.4
200,9,69,93,15,3,1,0.0,0.1,0.1,0.1,0.1,0.0
